549;arms_factory;3209.00;11.70;788.00;0.22;0
549;arms_factory;3237.00;11.60;748.00;2.88;0
549;arms_factory;3277.00;11.10;805.00;0.72;0
549;arms_factory;3267.00;11.10;792.00;2.28;0
549;arms_factory;3282.00;11.10;796.00;4.94;0
549;arms_factory;3249.00;11.20;794.00;1.33;0
549;industrial_complex;3229.00;11.40;790.00;5.45;0
549;industrial_complex;3302.00;11.20;778.00;5.55;0
549;industrial_complex;3324.00;11.30;746.00;3.39;0
549;industrial_complex;3338.00;11.12;737.00;1.23;0
549;industrial_complex;3257.00;11.50;754.00;1.33;0
549;industrial_complex;3315.00;11.10;815.00;5.46;0
549;air_base;3218.00;11.32;804.00;1.84;0
549;bunker;3238.00;11.40;768.00;4.51;0
549;bunker;3246.00;11.25;733.00;6.06;0
549;bunker;3293.00;11.23;751.00;3.90;0
549;bunker;3212.00;11.68;788.00;5.11;0
549;bunker;3325.00;12.18;724.00;2.95;0
549;bunker;3287.00;11.20;764.00;4.51;0
549;bunker;3282.00;11.30;759.00;0.89;0
549;bunker;3199.00;11.40;812.00;5.01;0
549;bunker;3270.00;11.15;807.00;1.39;0
549;bunker;3308.00;11.10;800.00;4.42;0
549;bunker;3350.00;11.12;732.00;5.62;0
549;anti_air_building;3319.00;10.50;835.00;3.46;0
549;anti_air_building;3197.00;12.00;782.00;5.02;0
549;anti_air_building;3243.00;11.45;736.00;1.40;0
549;synthetic_refinery;3313.00;11.20;804.00;4.07;0
549;fuel_silo;3275.00;11.10;785.00;1.91;0
549;radar_station;3267.00;11.20;780.00;2.73;0
549;rocket_site;3280.00;12.00;727.00;6.13;0
549;nuclear_reactor;3244.00;11.20;786.00;3.97;0
551;arms_factory;3301.00;11.35;837.00;4.94;0
551;arms_factory;3300.00;10.62;865.00;1.33;0
551;arms_factory;3295.00;10.30;977.00;5.45;0
551;arms_factory;3223.00;11.20;810.00;5.55;0
551;arms_factory;3281.00;10.10;953.00;3.39;0
551;arms_factory;3365.00;10.60;931.00;1.23;0
551;industrial_complex;3350.00;13.10;1005.00;1.33;0
551;industrial_complex;3324.00;10.60;928.00;5.46;0
551;industrial_complex;3313.00;10.55;951.00;1.84;0
551;industrial_complex;3348.00;10.60;912.00;4.51;0
551;industrial_complex;3210.00;11.30;832.00;6.06;0
551;industrial_complex;3331.00;10.40;969.00;3.90;0
551;air_base;3291.00;10.98;918.00;5.11;0
551;naval_base;3363.00;9.82;1021.00;-4.21;8742
551;naval_base;3398.00;9.90;948.00;-4.25;8766
551;naval_base;3386.00;9.65;974.00;1.34;8766
551;bunker;3351.00;13.68;1003.00;5.01;0
